LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01000955,0.238,12542,4
E01000956,0.034,15490,5
E01000957,-0.066,17022,6
E01000958,0.505,9028,3
E01000959,0.43,9939,4
E01000960,-1.038,29128,9
E01000961,-0.687,25788,8
E01000962,-1.066,29340,9
E01000963,-1.324,30987,10
E01000964,-0.67,25589,8
E01000965,-0.355,21518,7
E01000966,-1.341,31072,10
E01000967,-1.818,32405,10
E01000968,-0.833,27323,9
E01000969,-1.361,31166,10
E01000970,-0.357,21554,7
E01000971,-1.09,29523,9
E01000972,-0.125,17971,6
E01000973,-0.13,18066,6
E01000974,-0.178,18801,6
E01000975,-0.087,17368,6
E01000976,0.469,9461,3
E01000977,0.41,10181,4
E01000978,-0.217,19395,6
E01000979,-0.451,22779,7
E01000980,0.468,9482,3
E01000981,-0.145,18313,6
E01000982,-0.413,22299,7
E01000983,-0.265,20119,7
E01000984,0.876,5257,2
E01000985,-0.612,24857,8
E01000986,-0.596,24670,8
E01000987,-0.614,24882,8
E01000989,-0.386,21944,7
E01000990,0.341,11082,4
E01000991,-0.794,26949,9
E01000992,0.252,12304,4
E01000993,-0.395,22053,7
E01000994,-0.435,22567,7
E01000995,-0.514,23611,8
E01000996,0.098,14542,5
E01000997,0.131,14014,5
E01000998,0.23,12648,4
E01000999,-0.223,19468,6
E01001000,0.271,12034,4
E01001001,0.31,11481,4
E01001002,-0.009,16144,5
E01001003,-0.431,22521,7
E01001004,-0.237,19671,6
E01001005,-0.051,16797,6
E01001006,-0.096,17495,6
E01001007,-0.635,25153,8
E01001008,0.25,12330,4
E01001009,-0.234,19638,6
E01001010,0.247,12389,4
E01001011,-0.292,20531,7
E01001012,0.39,10488,4
E01001013,0.869,5303,2
E01001014,0.221,12765,4
E01001015,-0.126,17984,6
E01001016,-0.578,24421,8
E01001017,-1.171,30109,10
E01001018,-0.633,25133,8
E01001019,-0.866,27654,9
E01001020,-0.691,25837,8
E01001021,0.673,7144,3
E01001022,-1.004,28853,9
E01001023,0.109,14367,5
E01001024,-0.647,25305,8
E01001025,-1.16,30024,10
E01001026,-0.299,20635,7
E01001027,-0.714,26062,8
E01001028,-0.964,28534,9
E01001029,-0.36,21597,7
E01001030,-0.978,28640,9
E01001031,-0.811,27120,9
E01001032,-0.763,26598,9
E01001033,-0.518,23678,8
E01001034,-0.367,21692,7
E01001035,0.374,10658,4
E01001036,-0.6,24711,8
E01001037,0.002,15975,5
E01001038,0.054,15171,5
E01001039,-1.074,29394,9
E01001040,-0.538,23898,8
E01001041,0.076,14856,5
E01001042,0.135,13966,5
E01001043,-0.159,18528,6
E01001044,-0.939,28309,9
E01001045,0.249,12346,4
E01001046,-1.13,29805,10
E01001047,-0.015,16229,5
E01001048,0.177,13365,5
E01001049,-1.121,29746,10
E01001050,0.337,11121,4
E01001051,0.694,6946,3
E01001052,0.397,10373,4
E01001053,0.3,11627,4
E01001054,0.494,9170,3
E01001055,0.466,9504,3
E01001056,0.309,11507,4
E01001057,0.415,10122,4
E01001058,-0.236,19659,6
E01001059,-0.023,16346,5
E01001060,-0.456,22846,7
E01001061,-0.058,16907,6
E01001062,-0.624,25010,8
E01001063,-0.927,28206,9
E01001064,-0.908,28047,9
E01001065,-0.495,23363,8
E01001066,0.573,8253,3
E01001067,-0.579,24444,8
E01001068,-0.648,25323,8
E01001069,-0.371,21743,7
E01001070,-0.224,19478,6
E01001071,-0.809,27103,9
E01001072,-0.765,26626,9
E01001073,-0.085,17338,6
E01001074,-0.317,20920,7
E01001075,-0.228,19548,6
E01001076,0.582,8146,3
E01001077,-0.182,18875,6
E01001078,0.452,9681,3
E01001079,0.431,9929,4
E01001080,0.992,4287,2
E01001081,0.784,6054,2
E01001082,0.186,13263,5
E01001083,-0.805,27056,9
E01001084,-0.518,23665,8
E01001085,-0.838,27381,9
E01001086,-0.597,24683,8
E01001087,-0.569,24306,8
E01001088,-0.635,25151,8
E01001089,0.352,10952,4
E01001090,-0.537,23894,8
E01001091,-0.54,23923,8
E01001092,-0.131,18090,6
E01001093,-0.625,25032,8
E01001094,-0.82,27201,9
E01001095,-0.384,21912,7
E01001096,-0.996,28791,9
E01001097,-0.238,19695,6
E01001098,-0.524,23733,8
E01001099,-0.647,25307,8
E01001100,-0.957,28474,9
E01001101,-0.995,28772,9
E01001102,-0.554,24120,8
E01001103,-0.831,27304,9
E01001104,-0.92,28145,9
E01001105,0.228,12662,4
E01001106,-0.233,19619,6
E01001107,-1.221,30422,10
E01001108,-1.7,32218,10
E01001109,-0.006,16096,5
E01001110,1.065,3767,2
E01001111,0.11,14357,5
E01001112,0.561,8387,3
E01001113,-0.133,18112,6
E01001114,0.682,7053,3
E01001115,0.805,5861,2
E01001116,0.127,14084,5
E01001117,-0.045,16702,6
E01001118,0.475,9396,3
E01001119,-0.952,28426,9
E01001120,-0.344,21362,7
E01001121,-0.642,25244,8
E01001122,-0.947,28378,9
E01001123,-0.761,26578,9
E01001124,-0.833,27321,9
E01001125,-0.236,19658,6
E01001126,-0.699,25922,8
E01001127,-0.882,27820,9
E01001128,0.14,13883,5
E01001129,-1.096,29574,10
E01001130,0,16012,5
E01001131,-0.565,24254,8
E01001132,-0.624,25014,8
E01001133,-0.584,24514,8
E01001134,-0.898,27959,9
E01001135,-1.25,30596,10
E01001136,0.135,13961,5
E01001137,-0.113,17779,6
E01001138,-0.422,22404,7
E01001139,-0.565,24255,8
E01001140,-0.026,16404,5
E01001141,-0.121,17911,6
E01001142,0.001,15992,5
E01001143,0.168,13493,5
E01001144,0.616,7741,3
E01001145,0.355,10921,4
E01001146,-0.491,23311,8
E01001147,0.349,10990,4
E01001148,0.202,13029,4
E01001149,-0.345,21369,7
E01001150,-0.527,23765,8
E01001151,0.639,7507,3
E01001152,0.455,9655,3
E01001153,-0.391,22014,7
E01001154,-0.431,22522,7
E01001155,0.927,4815,2
E01001156,0.558,8418,3
E01001157,-0.471,23020,8
E01001158,-0.181,18848,6
E01001159,-0.687,25792,8
E01001160,-0.545,23985,8
E01001161,0.662,7272,3
E01001162,0.048,15275,5
E01001163,-0.625,25019,8
E01001164,-0.419,22368,7
E01001165,-0.17,18675,6
E01001166,0.777,6112,2
E01001167,-0.061,16949,6
E01001168,0.087,14710,5
E01001169,0.594,8000,3
E01001170,0.436,9872,4
E01001171,-0.069,17070,6
E01001172,0.614,7770,3
E01001173,-0.012,16188,5
E01001174,-0.493,23335,8
E01001175,0.334,11149,4
E01001176,-0.476,23091,8
E01001177,0.341,11079,4
E01001178,1.296,2370,1
E01001179,-0.515,23623,8
E01001180,-0.251,19888,7
E01001181,0.595,7998,3
E01001182,-0.244,19789,7
E01001183,-0.389,21982,7
E01001184,-0.327,21069,7
E01001185,-0.141,18245,6
E01001186,0.32,11356,4
E01001187,-0.362,21619,7
E01001188,-0.008,16133,5
E01001189,-0.397,22075,7
E01001190,0.236,12573,4
E01001191,0.247,12376,4
E01001192,0.168,13483,5
E01001193,0.295,11700,4
E01001194,-0.374,21792,7
E01001195,-0.865,27642,9
E01001196,0.65,7395,3
E01001197,-0.014,16214,5
E01001198,-0.421,22394,7
E01001199,-0.048,16752,6
E01001200,-0.128,18028,6
E01001201,-0.557,24152,8
E01001202,0.087,14703,5
E01001203,0.394,10413,4
E01001204,-0.596,24671,8
E01001205,-0.28,20350,7
E01001206,0.033,15495,5
E01001207,-0.378,21831,7
E01001208,-0.88,27805,9
E01001209,-1.114,29701,10
E01001210,0.61,7815,3
E01001211,-0.826,27261,9
E01001212,-0.388,21968,7
E01001213,-0.054,16850,6
E01001214,-0.537,23887,8
E01001215,0.285,11828,4
E01001216,-0.258,19995,7
E01001217,-0.509,23542,8
E01001218,0.527,8786,3
E01001219,0.16,13612,5
E01001220,0.11,14356,5
E01001221,-0.269,20187,7
E01001222,-0.313,20841,7
E01001223,-0.564,24239,8
E01001224,-0.858,27564,9
E01001225,-0.499,23407,8
E01001226,-0.225,19492,6
E01001227,-0.926,28193,9
E01001228,-0.293,20534,7
E01001229,0.186,13257,5
E01001230,-0.515,23626,8
E01001231,-1.213,30374,10
E01001232,-0.178,18798,6
E01001233,-0.12,17892,6
E01001234,-0.411,22274,7
E01001235,-0.501,23433,8
E01001236,-0.409,22234,7
E01001237,-0.163,18592,6
E01001238,-0.562,24213,8
E01001239,0.145,13803,5
E01001240,-0.482,23167,8
E01001241,-0.513,23595,8
E01001242,0.052,15201,5
E01001243,-0.724,26164,8
E01001244,0.003,15958,5
E01001245,-0.547,24008,8
E01001246,-0.339,21266,7
E01001247,-0.265,20106,7
E01001248,-0.452,22791,7
E01001249,0.573,8255,3
E01001250,0.526,8791,3
E01001251,-0.225,19495,6
E01001252,0.11,14359,5
E01001253,-0.488,23255,8
E01001254,-0.464,22950,7
E01001255,-0.632,25114,8
E01001257,0.229,12656,4
E01001258,-0.542,23954,8
E01001259,-0.327,21063,7
E01001260,-0.192,19014,6
E01001261,-0.676,25662,8
E01001262,-0.039,16602,6
E01001263,0.13,14028,5
E01001264,-0.787,26860,9
E01001265,-0.438,22612,7
E01001266,-0.675,25637,8
E01001267,-0.019,16286,5
E01001268,0.051,15218,5
E01001269,-1.355,31134,10
E01001270,-0.691,25838,8
E01001271,-0.864,27640,9
E01001272,-0.418,22358,7
E01001273,-1.152,29959,10
E01001274,-1.333,31024,10
E01001275,-0.348,21431,7
E01001276,-0.814,27154,9
E01001277,-0.84,27401,9
E01001278,-0.724,26175,8
E01001279,-0.877,27778,9
E01001280,-0.886,27850,9
E01001281,-0.929,28224,9
E01001282,0.234,12599,4
E01001283,0.43,9942,4
E01001284,-0.513,23600,8
E01001285,-0.299,20633,7
E01001286,-0.06,16945,6
E01001287,-0.334,21177,7
E01001288,-0.341,21313,7
E01001289,-0.477,23097,8
E01001290,-0.554,24107,8
E01001291,-0.679,25708,8
E01001292,-0.694,25859,8
E01001293,-0.227,19535,6
E01001294,-0.198,19112,6
E01001295,-0.416,22337,7
E01001296,0.029,15565,5
E01001297,0.147,13764,5
E01001298,0.808,5823,2
E01001299,-1.157,29999,10
E01001300,-0.908,28051,9
E01001301,0.17,13468,5
E01001302,-0.946,28369,9
E01001303,-1.107,29643,10
E01001304,-0.365,21659,7
E01001305,-0.78,26787,9
E01001306,-0.781,26802,9
E01001307,-1.218,30411,10
E01001308,-1.159,30009,10
E01001309,-0.799,26993,9
E01001310,-0.598,24685,8
E01001311,-0.169,18668,6
E01001312,-0.799,26990,9
E01001313,-0.962,28516,9
E01001314,-1.005,28869,9
E01001315,-0.712,26046,8
E01001316,0.03,15551,5
E01001317,-0.191,19001,6
E01001318,0.257,12218,4
E01001319,-0.73,26244,8
E01001320,0.055,15160,5
E01001321,-0.258,19993,7
E01001322,-0.584,24500,8
E01001323,-0.518,23670,8
E01001324,0.111,14345,5
E01001325,-0.084,17325,6
E01001326,-0.188,18958,6
E01001327,-0.102,17601,6
E01001328,0.051,15217,5
E01001329,-0.131,18084,6
E01001330,0.08,14809,5
E01001331,0.366,10772,4
E01001332,0.471,9448,3
E01001333,0.416,10121,4
E01001334,0.275,11978,4
E01001335,-0.262,20069,7
E01001336,-0.165,18611,6
E01001337,0.363,10810,4
E01001338,0.144,13820,5
E01001339,-0.018,16283,5
E01001340,0.272,12033,4
E01001341,-0.978,28639,9
E01001342,-0.754,26515,9
E01001343,-0.955,28455,9
E01001344,-0.759,26564,9
E01001345,-0.539,23916,8
E01001346,-1.175,30139,10
E01001347,-0.792,26925,9
E01001348,-0.657,25440,8
E01001349,0.301,11611,4
E01001350,-0.337,21236,7
E01001351,0.131,14015,5
E01001352,-0.934,28257,9
E01001353,-0.059,16931,6
E01001354,0.559,8393,3
E01001355,0.236,12558,4
E01001356,0.398,10349,4
E01001357,0.37,10722,4
E01001358,0.186,13255,5
E01001359,-0.197,19090,6
E01001360,-0.153,18442,6
E01001361,-0.078,17239,6
E01001362,0.102,14478,5
E01001363,-0.249,19863,7
E01001364,0.499,9100,3
E01001365,0.287,11803,4
E01001366,-0.019,16295,5
E01001367,-0.308,20769,7
E01001368,-0.041,16643,6
E01001369,-0.314,20875,7
E01001370,-0.202,19162,6
E01001371,-0.214,19349,6
E01001372,-0.061,16957,6
E01001373,-0.004,16085,5
E01001374,-0.584,24513,8
E01001375,-1.248,30589,10
E01001376,-0.238,19691,6
E01001377,-1.425,31434,10
E01001379,-0.943,28346,9
E01001380,-0.793,26940,9
E01001381,-0.568,24297,8
E01001382,-0.935,28270,9
E01001383,-0.289,20486,7
E01001384,-0.785,26845,9
E01001385,-1.216,30400,10
E01001386,-0.805,27052,9
E01001387,-0.343,21337,7
E01001388,0.299,11645,4
E01001389,-0.357,21547,7
E01001390,-1.346,31093,10
E01001391,-0.243,19766,7
E01001392,-1.404,31359,10
E01001393,-0.294,20564,7
E01001394,-0.543,23974,8
E01001395,-0.301,20676,7
E01001396,-0.823,27227,9
E01001397,-0.921,28156,9
E01001398,-0.813,27134,9
E01001399,-1.024,29010,9
E01001400,-0.747,26424,9
E01001401,-1.338,31054,10
E01001402,-1.25,30598,10
E01001403,-0.761,26575,9
E01001404,-0.677,25676,8
E01001405,-0.366,21676,7
E01001406,-0.211,19299,6
E01001407,-0.88,27806,9
E01001408,-0.605,24774,8
E01001409,-0.266,20124,7
E01001410,0.482,9299,3
E01001411,-0.959,28487,9
E01001412,-0.754,26509,9
E01001413,-0.848,27495,9
E01001414,0.188,13228,5
E01001415,-0.837,27362,9
E01001416,-1.522,31765,10
E01001417,-1.727,32262,10
E01001418,-0.338,21247,7
E01001419,-0.988,28725,9
E01001420,-0.061,16959,6
E01001421,-0.257,19981,7
E01001422,-2.112,32679,10
E01001423,-0.456,22853,7
E01001424,0.36,10858,4
E01001425,-0.03,16449,6
E01001426,0.224,12726,4
E01001427,-0.193,19030,6
E01001428,-0.189,18972,6
E01001429,0.353,10930,4
E01001430,-0.239,19698,6
E01001431,-0.126,17990,6
E01001432,-0.051,16803,6
E01001433,-0.099,17548,6
E01001434,-0.361,21607,7
E01001435,-0.55,24050,8
E01001436,-0.427,22474,7
E01001437,0.119,14217,5
E01001438,-0.242,19757,7
E01001439,-0.443,22676,7
E01001440,-0.525,23741,8
E01001441,-0.173,18721,6
E01001442,0.466,9503,3
E01001444,-0.474,23057,8
E01001445,-0.704,25961,8
E01001446,-0.514,23612,8
E01001447,0.106,14413,5
E01001448,-0.352,21487,7
E01001449,-0.484,23189,8
E01001450,-0.531,23812,8
E01001451,-1.371,31220,10
E01001452,-1.284,30777,10
E01001453,-1.749,32297,10
E01001454,-1.282,30772,10
E01001455,-0.868,27686,9
E01001456,-1.567,31907,10
E01001457,-0.634,25147,8
E01001458,0.021,15692,5
E01001459,-0.908,28049,9
E01001460,-0.148,18362,6
E01001461,-0.2,19133,6
E01001462,-0.663,25506,8
E01001463,-0.57,24331,8
E01001464,0.017,15737,5
E01001465,-0.835,27345,9
E01001466,-0.569,24309,8
E01001467,-0.792,26931,9
E01001468,0.432,9916,4
E01001469,-0.703,25957,8
E01001470,-1.304,30877,10
E01001471,-0.866,27655,9
E01001472,-1.211,30362,10
E01001473,-0.668,25558,8
E01001474,-1.217,30403,10
E01001475,-1.293,30820,10
E01001476,-0.476,23084,8
E01001477,-0.117,17850,6
E01001478,0.002,15977,5
E01001479,-0.231,19605,6
E01001480,0.028,15576,5
E01001481,-0.324,21027,7
E01001482,-0.253,19917,7
E01001483,0.412,10163,4
E01001484,-0.617,24935,8
E01001485,-0.254,19941,7
E01001486,-0.213,19332,6
E01001487,-0.23,19574,6
E01001488,-0.569,24308,8
E01001489,-0.37,21734,7
E01001491,-0.264,20101,7
E01001492,-0.445,22708,7
E01001493,-0.097,17529,6
E01001494,-0.724,26165,8
E01001495,-1.004,28850,9
E01001496,-0.875,27759,9
E01001497,-0.698,25913,8
E01001498,-0.743,26391,9
E01001499,-0.281,20361,7
E01001500,-0.688,25801,8
E01001501,-0.129,18037,6
E01001502,-0.489,23277,8
E01001503,-0.44,22638,7
E01001504,-0.296,20589,7
E01001505,-0.138,18196,6
E01001506,0.002,15969,5
E01001507,-0.279,20334,7
E01001508,-0.29,20499,7
E01001509,-0.766,26642,9
E01001510,0.505,9036,3
E01001511,-0.484,23201,8
E01001512,-0.845,27460,9
E01001513,-0.086,17345,6
E01001514,-0.67,25596,8
E01001515,0.177,13368,5
E01001516,-0.273,20251,7
E01001517,0.293,11725,4
E01001518,-0.418,22362,7
E01001519,-1.205,30314,10
E01001520,-0.781,26796,9
E01001521,-1.309,30897,10
E01001522,-0.922,28172,9
E01001523,-1.129,29795,10
E01001524,-0.56,24185,8
E01001525,-0.535,23866,8
E01001526,-1.439,31493,10
E01001527,-0.74,26362,9
E01001528,-0.209,19265,6
E01001529,0.309,11505,4
E01001530,-0.834,27327,9
E01001531,-1.452,31552,10
E01001532,-1.688,32191,10
E01001533,-0.96,28500,9
E01001534,-1.378,31253,10
E01001535,-1.091,29531,9
E01001536,-0.585,24526,8
E01001537,-0.892,27914,9
E01001538,-1.086,29483,9
E01001539,-0.657,25439,8
E01001540,-0.599,24694,8
E01001541,-0.944,28355,9
E01001542,-0.743,26393,9
E01001543,-1.005,28866,9
E01001544,-0.875,27755,9
E01001545,0.29,11758,4
E01001546,-0.005,16089,5
E01001547,-0.517,23654,8
E01001548,-0.639,25191,8
E01001549,-0.292,20523,7
E01001550,0.166,13534,5
E01001551,0.051,15219,5
E01001552,-0.729,26237,8
E01001553,-0.107,17690,6
E01001554,-0.089,17386,6
E01001555,-0.509,23541,8
E01001556,-0.783,26825,9
E01001557,-0.354,21511,7
E01001558,-0.177,18792,6
E01001559,0.051,15205,5
E01001560,-0.351,21470,7
E01001562,0.743,6439,2
E01001563,-0.726,26199,8
E01001564,-0.642,25238,8
E01001565,-0.962,28519,9
E01001566,-0.431,22526,7
E01001567,-1.28,30760,10
E01001568,-1.441,31504,10
E01001569,-1.434,31477,10
E01001570,-0.576,24389,8
E01001571,-0.022,16336,5
E01001572,-0.594,24644,8
E01001573,-0.437,22595,7
E01001574,0.717,6709,3
E01001575,1.202,2850,1
E01001576,0.656,7329,3
E01001577,0.423,10025,4
E01001578,-0.157,18493,6
E01001579,0.604,7885,3
E01001580,-1.118,29729,10
E01001581,0.012,15823,5
E01001582,-0.238,19681,6
E01001583,-0.783,26821,9
E01001584,-0.949,28401,9
E01001585,-0.131,18080,6
E01001586,-0.105,17657,6
E01001587,-0.693,25851,8
E01001588,0.338,11115,4
E01001589,-0.139,18209,6
E01001590,-0.373,21770,7
E01001591,0.606,7860,3
E01001592,-0.385,21922,7
E01001593,-0.431,22516,7
E01001594,0.476,9391,3
E01001595,-0.332,21153,7
E01001596,-0.589,24571,8
E01001597,-0.465,22958,7
E01001598,-0.528,23783,8
E01001599,-0.416,22335,7
E01001600,-0.484,23194,8
E01001601,-0.374,21784,7
E01001602,0.456,9635,3
E01001603,0.686,7006,3
E01001604,-0.254,19932,7
E01001605,-0.989,28735,9
E01001606,-1.078,29427,9
E01001607,-0.408,22220,7
E01001608,-0.657,25429,8
E01001609,0.023,15646,5
E01001610,-0.31,20800,7
E01001611,-0.042,16655,6
E01001613,-0.399,22105,7
E01001614,-1.045,29169,9
E01001615,-0.176,18774,6
E01001617,-0.759,26557,9
E01001618,0.127,14076,5
E01001619,-0.162,18566,6
E01001620,0.462,9565,3
E01001621,0.137,13925,5
E01001623,-0.08,17282,6
E01001624,0.003,15951,5
E01001625,0.424,10018,4
E01001629,-0.075,17176,6
E01001631,0.285,11834,4
E01001632,-0.295,20581,7
E01001633,0.545,8576,3
E01001634,0.694,6947,3
E01001635,0.078,14836,5
E01001636,0.213,12882,4
E01001637,0.021,15687,5
E01001638,0.633,7568,3
E01001640,0.444,9786,3
E01001641,-0.716,26079,8
E01001642,-1.165,30065,10
E01001644,-0.327,21064,7
E01001645,0.244,12432,4
E01001646,0.037,15440,5
E01001647,-0.272,20227,7
E01001648,-0.327,21062,7
E01001649,-0.007,16114,5
E01001650,0.336,11132,4
E01001651,0.567,8323,3
E01001652,-0.139,18223,6
E01001653,0.33,11213,4
E01001654,0.352,10945,4
E01001655,0.644,7457,3
E01001656,-0.105,17651,6
E01001657,-0.839,27394,9
E01001658,-0.495,23354,8
E01001659,0.055,15164,5
E01001660,0.085,14734,5
E01001661,0.399,10337,4
E01001662,-0.248,19835,7
E01001664,0.095,14589,5
E01001665,-0.091,17437,6
E01001666,0.316,11410,4
E01001667,0.752,6356,2
E01001668,0.022,15661,5
E01001669,-0.38,21859,7
E01001671,-0.147,18346,6
E01001672,-0.455,22827,7
E01001673,0.614,7768,3
E01001674,-0.755,26526,9
E01001675,0.17,13470,5
E01001676,0.388,10504,4
E01001677,-0.401,22132,7
E01001678,-0.324,21032,7
E01001679,-0.46,22887,7
E01001680,-0.837,27361,9
E01001681,-0.14,18238,6
E01001682,0.046,15296,5
E01001683,0.168,13486,5
E01001684,-0.194,19047,6
E01001685,-0.338,21251,7
E01001686,-0.132,18093,6
E01001687,0.224,12721,4
E01001688,0.831,5622,2
E01001690,-0.014,16224,5
E01001692,0.038,15424,5
E01001693,0.037,15428,5
E01001694,0.025,15631,5
E01001695,0.667,7211,3
E01001696,0.592,8031,3
E01001697,0.362,10831,4
E01001698,-0.067,17031,6
E01001699,0.434,9899,4
E01001700,0.331,11202,4
E01001701,0.716,6719,3
E01001702,0.328,11233,4
E01001703,0.457,9625,3
E01001704,0.049,15250,5
E01001705,0.404,10278,4
E01001706,0.58,8172,3
E01001708,-0.009,16145,5
E01001709,0.664,7246,3
E01001710,0.391,10463,4
E01001711,0.295,11695,4
E01001712,0.701,6864,3
E01001713,0.264,12122,4
E01001714,0.356,10902,4
E01001715,0.139,13895,5
E01001716,0.874,5262,2
E01001717,0.284,11846,4
E01001718,-0.293,20545,7
E01001719,1.073,3712,2
E01001720,0.162,13580,5
E01001722,0.137,13921,5
E01001723,0.206,12983,4
E01001724,0.238,12541,4
E01001725,-0.174,18742,6
E01001726,0.444,9789,3
E01001727,0.163,13569,5
E01001728,-0.055,16864,6
E01001729,1.05,3869,2
E01001730,0.408,10224,4
E01001731,0.102,14479,5
E01001732,0.417,10096,4
E01001733,0.488,9234,3
E01001734,0.483,9291,3
E01001735,0.572,8271,3
E01001736,0.143,13842,5
E01001737,0.336,11139,4
E01001738,0.32,11358,4
E01001739,0.482,9296,3
E01001740,0.83,5634,2
E01001741,-0.296,20588,7
E01001742,0.745,6415,2
E01001744,0.467,9497,3
E01001745,0.603,7895,3
E01001746,0.489,9222,3
E01001747,1.035,3967,2
E01001748,0.256,12238,4
E01001749,0.651,7383,3
E01001750,0.362,10823,4
E01001751,-0.302,20682,7
E01001752,0.21,12920,4
E01001753,0.218,12817,4
E01001754,-0.291,20509,7
E01001755,1.05,3868,2
E01001756,-0.164,18601,6
E01001757,0.225,12702,4
E01001758,0.513,8950,3
E01001759,0.41,10197,4
E01001760,0.706,6817,3
E01001761,1.147,3182,1
E01001762,0.391,10464,4
E01001763,-0.273,20253,7
E01001764,0.104,14441,5
E01001765,0.932,4773,2
E01001767,0.395,10393,4
E01001768,-0.032,16489,6
E01001769,0.19,13194,5
E01001770,0.582,8154,3
E01001772,0.592,8024,3
E01001773,0.516,8915,3
E01001774,0.107,14398,5
E01001775,0.788,6011,2
E01001776,0.65,7386,3
E01001777,0.698,6901,3
E01001779,0.178,13355,5
E01001780,0.286,11810,4
E01001781,0.951,4611,2
E01001782,-0.497,23394,8
E01001783,0.638,7521,3
E01001784,0.139,13904,5
E01001785,0.309,11498,4
E01001786,0.194,13143,5
E01001787,0.874,5266,2
E01001788,0.927,4808,2
E01001789,0.416,10107,4
E01001790,0.99,4303,2
