LSOA_Code,Health_Score,Health_Rank,Health_Decile
E01015048,1.597,1140,1
E01015049,0.505,9033,3
E01015050,1.456,1639,1
E01015051,0.788,6014,2
E01015052,1.231,2699,1
E01015053,1.393,1909,1
E01015054,1.225,2742,1
E01015055,1.279,2455,1
E01015056,0.907,4993,2
E01015057,1.653,969,1
E01015058,1.361,2033,1
E01015059,0.342,11071,4
E01015060,0.912,4943,2
E01015061,0.718,6700,3
E01015062,0.734,6540,2
E01015063,1.129,3322,2
E01015064,0.025,15621,5
E01015065,0.489,9226,3
E01015066,0.384,10543,4
E01015067,0.207,12977,4
E01015068,-0.024,16359,5
E01015069,0.755,6327,2
E01015070,0.652,7365,3
E01015071,0.464,9535,3
E01015072,0.914,4926,2
E01015073,0.902,5035,2
E01015074,1.204,2839,1
E01015075,1.024,4065,2
E01015076,0.317,11402,4
E01015077,0.581,8158,3
E01015078,1.568,1242,1
E01015079,0.267,12097,4
E01015080,1.078,3690,2
E01015081,0.802,5885,2
E01015082,1.425,1763,1
E01015083,1.664,944,1
E01015084,0.709,6792,3
E01015085,0.715,6740,3
E01015086,1.231,2706,1
E01015087,1.37,1999,1
E01015088,1.24,2650,1
E01015089,0.872,5281,2
E01015090,0.076,14860,5
E01015091,0.503,9049,3
E01015092,0.382,10566,4
E01015093,0.892,5123,2
E01015094,0.991,4300,2
E01015095,0.852,5430,2
E01015096,0.934,4757,2
E01015097,0.198,13083,4
E01015098,-0.208,19251,6
E01015099,-0.324,21034,7
E01015100,0.019,15712,5
E01015101,0.017,15740,5
E01015102,0.189,13204,5
E01015103,0.103,14458,5
E01015104,-0.132,18102,6
E01015105,-0.118,17860,6
E01015106,0.147,13767,5
E01015107,0.234,12604,4
E01015108,-0.15,18389,6
E01015109,0.136,13945,5
E01015110,-0.072,17129,6
E01015111,0.234,12595,4
E01015112,0.519,8890,3
E01015113,-0.161,18553,6
E01015114,-0.065,17013,6
E01015115,1.072,3717,2
E01015116,-0.038,16583,6
E01015117,-0.04,16631,6
E01015118,0.087,14706,5
E01015119,-0.13,18060,6
E01015120,0.26,12174,4
E01015121,0.031,15531,5
E01015122,0.221,12758,4
E01015123,0.372,10693,4
E01015124,-0.09,17410,6
E01015125,-0.007,16123,5
E01015126,-0.047,16721,6
E01015127,0.392,10455,4
E01015128,-0.076,17198,6
E01015129,0.582,8144,3
E01015130,-0.283,20391,7
E01015131,-0.578,24413,8
E01015132,0.324,11285,4
E01015133,-0.12,17900,6
E01015134,0.25,12336,4
E01015135,0.419,10071,4
E01015136,0.085,14743,5
E01015137,-0.12,17888,6
E01015138,-0.109,17725,6
E01015139,0.371,10711,4
E01015140,0.001,16004,5
E01015141,-0.109,17720,6
E01015142,0.91,4966,2
E01015143,1.037,3949,2
E01015144,1.226,2738,1
E01015145,1.544,1311,1
E01015146,1.132,3290,2
E01015147,0.695,6935,3
E01015148,0.775,6139,2
E01015149,1.635,1028,1
E01015150,0.909,4976,2
E01015151,1.839,575,1
E01015152,1.5,1474,1
E01015153,1.859,542,1
E01015155,2.687,34,1
E01015156,1.197,2891,1
E01015157,1.096,3553,2
E01015158,1.365,2016,1
E01015159,0.779,6095,2
E01015160,-0.316,20907,7
E01015161,0.743,6433,2
E01015162,0.977,4394,2
E01015163,0.885,5179,2
E01015164,0.788,6020,2
E01015165,0.002,15980,5
E01015166,0.895,5093,2
E01015167,0.675,7128,3
E01015168,0.76,6279,2
E01015169,0.847,5470,2
E01015170,1.141,3230,1
E01015171,1.107,3480,2
E01015172,0.759,6292,2
E01015173,0.543,8595,3
E01015174,0.207,12976,4
E01015175,0.433,9910,4
E01015176,1.126,3346,2
E01015177,0.217,12826,4
E01015178,0.4,10326,4
E01015179,0.311,11468,4
E01015180,1.175,3025,1
E01015181,0.787,6030,2
E01015182,1.397,1896,1
E01015183,0.597,7965,3
E01015184,0.419,10072,4
E01015185,0.457,9626,3
E01015186,0.703,6844,3
E01015187,0.006,15907,5
E01015188,0.126,14104,5
E01015189,0.254,12268,4
E01015190,0.623,7687,3
E01015191,-0.117,17840,6
E01015192,0.408,10220,4
E01015193,0.636,7541,3
E01015194,0.705,6825,3
E01015195,0.306,11544,4
E01015196,1.426,1757,1
E01015197,-0.133,18113,6
E01015198,0.204,13012,4
E01015199,-0.126,17983,6
E01015200,0.206,12985,4
E01015201,0.27,12055,4
E01015202,0.189,13208,5
E01015203,0.068,14966,5
E01015204,0.723,6654,3
E01015205,0.06,15077,5
E01015206,0.725,6632,3
E01015207,0.395,10397,4
E01015208,-0.53,23798,8
E01015209,0.378,10615,4
E01015210,0.845,5492,2
E01015211,0.134,13980,5
E01015212,0.754,6343,2
E01015213,0.182,13308,5
E01015214,0.873,5272,2
E01015215,0.182,13314,5
E01015216,0.775,6138,2
E01015217,1.167,3064,1
E01015218,0.72,6684,3
E01015219,0.749,6369,2
E01015220,0.135,13955,5
E01015221,0.764,6224,2
E01015222,-0.078,17218,6
E01015223,0.001,16009,5
E01015224,0.195,13134,4
E01015225,0.005,15921,5
E01015226,-0.042,16672,6
E01015227,-0.26,20019,7
E01015228,1.004,4209,2
E01015229,0.635,7552,3
E01015230,0.073,14909,5
E01015231,2.033,315,1
E01015232,1.1,3528,2
E01015233,1.15,3162,1
E01015234,0.62,7712,3
E01015235,0.467,9502,3
E01015236,0.146,13778,5
E01015237,0.059,15094,5
E01015238,0.726,6621,3
E01015239,1.069,3736,2
E01015240,0.878,5234,2
E01015241,0.559,8404,3
E01015242,0.667,7220,3
E01015243,0.021,15682,5
E01015244,0.12,14202,5
E01015245,0.7,6881,3
E01015246,0.022,15672,5
E01015247,0.06,15071,5
E01015248,0.861,5357,2
E01015249,0.971,4449,2
E01015250,0.174,13407,5
E01015251,0.066,15000,5
E01015252,-0.038,16581,6
E01015253,-0.367,21682,7
E01015254,-0.055,16867,6
E01015255,1.302,2341,1
E01015256,1.682,912,1
E01015257,1.466,1610,1
E01015258,0.243,12456,4
E01015259,0.629,7607,3
E01015260,1.362,2028,1
E01015261,1.113,3439,2
E01015262,0.786,6036,2
E01015263,1.182,2971,1
E01015264,0.211,12907,4
E01015265,0.228,12672,4
E01015266,1.343,2131,1
E01015267,1.138,3256,1
E01015268,0.837,5558,2
E01015269,0.811,5795,2
E01015270,0.903,5024,2
E01015271,-0.423,22419,7
E01015272,-0.814,27148,9
E01015273,0.476,9384,3
E01015274,0.139,13892,5
E01015275,0.013,15802,5
E01015276,0.435,9886,4
E01015277,0.763,6244,2
E01015279,1.041,3933,2
E01015280,1.284,2437,1
E01015281,1.325,2221,1
E01015282,1.823,610,1
E01015283,0.008,15881,5
E01015285,0.25,12327,4
E01015286,-0.113,17791,6
E01015287,1.089,3610,2
E01015288,1.497,1487,1
E01015289,0.836,5574,2
E01015290,0.786,6038,2
E01015291,0.03,15548,5
E01015292,0.359,10870,4
E01015293,0.559,8407,3
E01015294,0.213,12889,4
E01015295,-0.681,25729,8
E01015296,0.238,12544,4
E01015297,-0.011,16170,5
E01015298,-0.375,21798,7
E01015299,-0.692,25842,8
E01015300,-0.257,19980,7
E01015301,0.064,15023,5
E01015302,0.059,15100,5
E01015303,0.701,6870,3
E01015304,1.205,2836,1
E01015305,0.711,6775,3
E01015306,0.484,9281,3
E01015307,1.263,2536,1
E01015308,0.269,12068,4
E01015309,0.834,5588,2
E01015310,0.629,7610,3
E01015311,-0.241,19732,7
E01015312,1.288,2414,1
E01015313,0.745,6422,2
E01015314,-0.483,23176,8
E01015315,-1.026,29032,9
E01015316,-0.737,26332,9
E01015317,0.481,9318,3
E01015318,0.163,13564,5
E01015319,-0.355,21526,7
E01015320,-0.631,25099,8
E01015321,0.912,4941,2
E01015322,-0.615,24890,8
E01015323,-0.425,22446,7
E01015324,-0.218,19415,6
E01015325,-0.475,23077,8
E01015326,0.501,9068,3
E01015327,0.272,12025,4
E01015328,0.886,5177,2
E01015329,0.019,15718,5
E01015330,-0.135,18139,6
E01015331,0.391,10470,4
E01015332,-0.381,21876,7
E01015333,-0.063,16988,6
E01015334,0.252,12300,4
E01015335,-0.358,21568,7
E01015336,-0.141,18243,6
E01015337,0.248,12373,4
E01015338,1.368,2005,1
E01015339,0.1,14525,5
E01015340,-0.114,17797,6
E01015341,0.905,5008,2
E01015342,-1.067,29349,9
E01015343,0.302,11596,4
E01015344,-0.859,27573,9
E01015345,0.468,9486,3
E01015346,0.39,10480,4
E01015348,-0.361,21602,7
E01015349,0.521,8861,3
E01015350,-0.04,16630,6
E01015351,-0.126,17989,6
E01015352,-0.284,20406,7
E01015353,0.284,11840,4
E01015354,-0.25,19875,7
E01015355,0.212,12895,4
E01015356,-0.491,23305,8
E01015357,0.62,7714,3
E01015358,0.723,6651,3
E01015359,0.735,6531,2
E01015360,-0.288,20472,7
E01015361,0.021,15680,5
E01015362,0.715,6733,3
E01015363,-0.143,18272,6
E01015364,-0.623,24992,8
E01015365,0.166,13536,5
E01015366,0.24,12496,4
E01015367,0.295,11702,4
E01015368,-0.512,23589,8
E01015369,-0.211,19287,6
E01015370,-0.453,22804,7
E01015371,1.081,3671,2
E01015372,0.975,4411,2
E01015373,0.161,13595,5
E01015374,0.374,10660,4
E01015375,0.33,11218,4
E01015376,-0.317,20929,7
E01015377,0.094,14613,5
E01015378,-0.356,21539,7
E01015379,0.653,7353,3
E01015380,0.026,15614,5
E01015381,0.31,11492,4
E01015382,0.046,15304,5
E01015383,-0.196,19080,6
E01015384,0.809,5818,2
E01015385,0.293,11723,4
E01015386,0.127,14073,5
E01015387,0.162,13589,5
E01015388,-0.496,23384,8
E01015389,-0.466,22967,7
E01015390,0.416,10115,4
E01015391,-0.511,23571,8
E01015392,0.056,15142,5
E01015393,-0.253,19924,7
E01015394,-0.593,24624,8
E01015395,-0.043,16684,6
E01015396,-0.883,27830,9
E01015397,-1.367,31198,10
E01015398,-1.01,28912,9
E01015399,-0.792,26934,9
E01015400,-1.205,30321,10
E01015401,-0.699,25919,8
E01015402,0.333,11173,4
E01015403,-0.408,22213,7
E01015404,-0.889,27877,9
E01015405,-1.089,29512,9
E01015406,-1.241,30546,10
E01015407,-0.368,21696,7
E01015408,-0.05,16789,6
E01015409,0.272,12030,4
E01015410,-0.397,22087,7
E01015411,-0.003,16061,5
E01015412,-0.889,27875,9
E01015413,-0.009,16154,5
E01015414,-0.254,19930,7
E01015415,0.919,4879,2
E01015416,-0.252,19902,7
E01015417,-0.003,16070,5
E01015418,-0.18,18827,6
E01015419,-1.007,28880,9
E01015420,0.288,11792,4
E01015421,0.003,15963,5
E01015422,-0.437,22596,7
E01015423,0.3,11622,4
E01015424,-0.326,21052,7
E01015425,0.068,14965,5
E01015426,0.433,9905,4
E01015427,0.249,12344,4
E01015428,-0.241,19728,7
E01015429,0.518,8901,3
E01015430,0.512,8960,3
E01015431,-0.878,27788,9
E01015432,-0.549,24042,8
E01015433,-0.867,27674,9
E01015434,-0.446,22717,7
E01015435,-0.511,23573,8
E01015436,-0.307,20757,7
E01015437,-0.5,23427,8
E01015438,-0.102,17595,6
E01015439,0.468,9483,3
E01015440,-0.177,18777,6
E01015441,0.134,13968,5
E01015442,0.666,7224,3
E01015443,0.572,8265,3
E01015444,0.001,16011,5
E01015445,-0.958,28480,9
E01015446,0.05,15232,5
E01015447,-0.339,21262,7
E01015448,-0.321,20991,7
E01015449,0.241,12493,4
E01015450,-0.215,19356,6
E01015451,-0.534,23852,8
E01015452,-0.891,27900,9
E01015453,-0.239,19699,6
E01015454,-0.455,22833,7
E01015455,-1.28,30759,10
E01015456,-0.007,16120,5
E01015457,-0.372,21757,7
E01015458,-0.874,27749,9
E01015459,-1.411,31378,10
E01015460,0.11,14362,5
E01015461,0.014,15795,5
E01015462,-0.175,18757,6
E01015463,-0.439,22635,7
E01015464,-1.368,31206,10
E01015465,0.407,10234,4
E01015466,-0.123,17943,6
E01015468,0.071,14927,5
E01015471,-0.598,24687,8
E01015472,-0.387,21950,7
E01015473,-0.615,24886,8
E01015474,-0.855,27532,9
E01015475,-0.37,21732,7
E01015476,0.663,7256,3
E01015477,0.558,8409,3
E01015478,0.135,13956,5
E01015479,-0.194,19046,6
E01015480,-0.617,24936,8
E01015481,-0.289,20493,7
E01015482,-0.19,18988,6
E01015483,-0.373,21772,7
E01015484,-0.08,17278,6
E01015485,-0.698,25907,8
E01015486,-0.242,19742,7
E01015487,-0.315,20885,7
E01015488,0.915,4908,2
E01015489,-0.389,21985,7
E01015490,-0.139,18216,6
E01015491,0.735,6537,2
E01015492,-0.075,17170,6
E01015493,-0.817,27181,9
E01015494,0.116,14262,5
E01015496,0.15,13726,5
E01015497,0.212,12901,4
E01015498,-0.515,23620,8
E01015499,-0.508,23537,8
E01015500,-0.336,21214,7
E01015501,-0.135,18137,6
E01015502,0.395,10404,4
E01015503,0.783,6070,2
E01015504,-0.124,17962,6
E01015505,0.195,13140,5
E01015506,0.728,6602,3
E01015507,1.355,2059,1
E01015508,1.053,3846,2
E01015509,0.177,13362,5
E01015510,0.418,10081,4
E01015511,0.087,14702,5
E01015512,-0.848,27488,9
E01015513,-0.14,18241,6
E01015514,-0.019,16285,5
E01015515,-0.835,27334,9
E01015516,0.735,6535,2
E01015517,-0.159,18526,6
E01015518,-0.819,27197,9
E01015519,0.427,9982,4
E01015520,-0.166,18620,6
E01015521,-0.662,25498,8
E01015522,-0.216,19381,6
E01015523,-0.765,26625,9
E01015524,-0.274,20255,7
E01015525,-0.61,24837,8
E01015526,-0.695,25871,8
E01015527,0.317,11398,4
E01015528,1.066,3756,2
E01015529,0.461,9579,3
E01015530,0.826,5668,2
E01015532,0.205,12999,4
E01015533,-0.217,19393,6
E01015534,-0.495,23351,8
E01015535,-0.482,23164,8
E01015536,-0.88,27804,9
E01015537,0.836,5570,2
E01015538,1.187,2942,1
E01015539,0.789,6001,2
E01015540,0.877,5244,2
E01015541,1.165,3073,1
E01015542,0.99,4306,2
E01015543,0.837,5568,2
E01015544,1.283,2438,1
E01015545,1.221,2764,1
E01015546,1.363,2025,1
E01015547,-0.866,27659,9
E01015548,-0.311,20821,7
E01015549,-0.609,24829,8
E01015550,-0.385,21921,7
E01015551,-0.354,21508,7
E01015552,0.042,15356,5
E01015553,0.112,14329,5
E01015554,0.076,14863,5
E01015555,0.104,14451,5
E01015556,-0.535,23858,8
E01015557,-0.342,21329,7
E01015558,1.202,2851,1
E01015559,0.193,13162,5
E01015560,-0.105,17646,6
E01015561,-0.132,18098,6
E01015562,0.076,14858,5
E01015563,-0.782,26811,9
E01015564,-0.465,22955,7
E01015565,-0.182,18865,6
E01015566,-0.11,17732,6
E01015567,-0.259,20002,7
E01015568,0.192,13182,5
E01015569,0.245,12423,4
E01015570,0.854,5417,2
E01015571,-0.025,16391,5
E01015572,0.678,7088,3
E01015573,1.245,2620,1
E01015574,-0.151,18417,6
E01015575,1.005,4197,2
E01015576,-0.275,20282,7
E01015578,0.589,8077,3
E01015579,0.098,14544,5
E01015580,0.245,12424,4
E01015581,-0.14,18235,6
E01015582,-0.127,18010,6
E01015583,-0.995,28777,9
E01015584,0.356,10908,4
E01015585,-0.188,18962,6
E01015586,-0.123,17936,6
E01015587,0.524,8824,3
E01015588,-0.111,17750,6
E01015589,-0.611,24851,8
E01015590,-0.353,21491,7
E01015591,0.105,14425,5
E01015592,0.659,7303,3
E01015593,1.085,3638,2
E01015594,0.884,5191,2
E01015595,0.915,4909,2
E01015596,0.827,5661,2
E01015597,0.969,4456,2
E01015598,-0.238,19688,6
E01015599,0.526,8793,3
E01015600,0.848,5466,2
E01015601,0.732,6574,3
E01015602,0.723,6647,3
E01015603,0.44,9827,3
E01015604,0.612,7790,3
E01015605,0.638,7523,3
E01015606,0.411,10178,4
E01015607,1.203,2844,1
E01015608,1.185,2949,1
E01015609,0.892,5117,2
E01015610,0.85,5442,2
E01015611,0.673,7145,3
E01015612,0.663,7250,3
E01015613,0.31,11484,4
E01015614,0.212,12902,4
E01015615,0.541,8613,3
E01015616,1.027,4034,2
E01015617,0.155,13670,5
E01015618,0.539,8632,3
E01015619,0.693,6958,3
E01015620,0.01,15855,5
E01015621,0.232,12626,4
E01015622,0.1,14518,5
E01015623,0.32,11355,4
E01015624,0.478,9346,3
E01015626,0.418,10083,4
E01015627,-0.345,21367,7
E01015628,-0.52,23693,8
E01015629,-0.24,19721,7
E01015630,0.161,13597,5
E01015631,-0.067,17042,6
E01015632,0.347,11016,4
E01015633,0.914,4922,2
E01015634,0.707,6811,3
E01015635,-0.293,20550,7
E01015636,-0.258,19989,7
E01015637,1.413,1816,1
E01015638,0.981,4369,2
E01015639,1.113,3443,2
E01015640,0.49,9213,3
E01015641,0.549,8526,3
E01015642,1.228,2726,1
E01015643,0.923,4849,2
E01015644,0.127,14083,5
E01015645,-0.096,17510,6
E01015646,-0.083,17308,6
E01015647,1.491,1509,1
E01015648,-0.187,18936,6
E01015650,-0.507,23513,8
E01015651,-0.268,20158,7
E01015652,0.304,11573,4
E01015653,-0.293,20535,7
E01015654,1.081,3673,2
E01015655,0.032,15522,5
E01015656,1.043,3920,2
E01015657,0.593,8015,3
E01015658,1.257,2560,1
E01015659,-0.049,16761,6
E01015660,0.922,4853,2
E01015661,2.035,313,1
E01015662,0.451,9695,3
E01015663,1.024,4062,2
E01015664,1.104,3501,2
E01015665,0.324,11286,4
E01015666,1.125,3353,2
E01015667,0.657,7324,3
E01015668,0.907,4997,2
E01015669,0.44,9830,3
E01015670,0.32,11364,4
E01015671,-0.309,20787,7
E01015672,0.58,8170,3
E01015673,1.114,3431,2
E01015674,0.637,7530,3
E01015675,0.385,10537,4
E01015676,0.418,10090,4
E01015677,0.958,4554,2
E01015678,-0.371,21747,7
E01015679,0.121,14174,5
E01015680,1.196,2893,1
E01015681,-0.33,21123,7
E01015682,0.28,11913,4
E01015683,-0.042,16669,6
E01015684,0.252,12308,4
E01015685,-0.255,19948,7
E01015686,0.165,13547,5
E01015687,-0.286,20436,7
E01015688,0.02,15702,5
E01015689,-0.16,18533,6
E01015690,-0.193,19025,6
E01015691,0.494,9173,3
E01015692,0.554,8469,3
E01015693,-0.398,22094,7
E01015694,-0.105,17642,6
E01015695,-0.639,25186,8
E01015696,0.147,13774,5
E01015697,-0.8,27007,9
E01015698,1.044,3916,2
E01015699,0.732,6569,3
E01015700,0.22,12779,4
E01015701,0.243,12444,4
E01015702,0.16,13605,5
E01015703,0.578,8187,3
E01015704,0.427,9984,4
E01015705,0.402,10305,4
E01015706,-0.306,20736,7
E01015707,-0.467,22981,7
E01015708,-0.655,25412,8
E01015709,-0.436,22588,7
E01015710,-0.281,20359,7
E01015711,-0.206,19213,6
E01015712,-0.023,16349,5
E01015713,0.349,10994,4
E01015714,-0.241,19735,7
E01015715,0.573,8254,3
E01015716,1.699,870,1
E01015717,-0.321,20990,7
E01015718,0.207,12971,4
E01015719,-0.158,18507,6
E01015720,0.795,5954,2
E01015721,0.127,14080,5
E01015722,0.292,11741,4
E01015723,-0.087,17369,6
E01015724,-0.234,19634,6
E01015725,0.362,10825,4
E01015726,0.84,5537,2
E01015727,0.579,8174,3
E01015728,0.005,15933,5
E01015729,1.102,3513,2
E01015730,0.452,9679,3
E01015731,0.022,15665,5
E01015732,0.892,5114,2
E01015733,0.638,7518,3
E01015734,0.364,10793,4
E01015735,0.69,6988,3
E01015736,1.379,1970,1
E01015737,0.22,12787,4
E01015738,0.832,5609,2
E01015739,0.025,15625,5
E01015740,-0.671,25604,8
E01015741,0.963,4520,2
E01015742,-0.001,16043,5
E01015743,0.755,6332,2
E01015744,0.984,4349,2
E01015745,-0.343,21342,7
E01015746,0.472,9435,3
E01015747,-0.29,20498,7
E01015748,0.416,10116,4
E01015749,0.848,5467,2
E01015750,0.109,14377,5
E01015751,0.251,12316,4
E01015752,0.08,14819,5
E01015753,0.184,13277,5
E01015754,0.826,5673,2
E01015755,0.342,11074,4
E01015756,0.208,12959,4
E01015757,0.698,6908,3
E01015758,0.69,6985,3
E01015759,1.181,2978,1
E01015760,1.165,3071,1
E01015761,0.651,7381,3
E01015762,-0.023,16342,5
E01015763,0.148,13753,5
E01015764,0.176,13384,5
E01015765,0.068,14970,5
E01015766,-0.114,17800,6
E01015767,0.048,15270,5
E01015768,0.164,13562,5
E01015769,0.152,13706,5
E01015770,-0.138,18201,6
E01015771,1.29,2399,1
E01015772,0.854,5422,2
E01015773,0.651,7379,3
E01015774,0.682,7054,3
E01015775,-0.336,21222,7
E01015776,0.228,12667,4
E01015777,0.053,15188,5
E01015778,-0.353,21495,7
E01015779,0.786,6043,2
E01015780,-0.193,19034,6
E01015781,0.129,14057,5
E01015782,-0.227,19525,6
E01015783,0.335,11148,4
E01015784,0.131,14011,5
E01015785,0.845,5487,2
E01015786,0.001,16006,5
E01015787,0.815,5762,2
E01015788,0.743,6438,2
E01015789,1.751,761,1
E01015790,-0.167,18640,6
E01015791,0.759,6296,2
E01015792,0.145,13804,5
E01015793,0.027,15593,5
E01015794,1.011,4154,2
E01015795,0.066,15002,5
E01015796,0.377,10620,4
E01015797,-0.492,23322,8
E01015798,0.34,11098,4
E01015799,-0.337,21231,7
E01015800,-0.2,19137,6
E01015801,0.273,12008,4
E01015802,0.896,5084,2
E01015803,-0.275,20289,7
E01015804,0.225,12713,4
E01015805,0.051,15210,5
E01015806,-0.187,18938,6
E01015807,0.339,11105,4
E01015808,0.003,15955,5
E01015809,-0.439,22637,7
E01015810,0.173,13428,5
E01015811,-0.663,25504,8
E01015812,-0.271,20212,7
E01015813,0.958,4552,2
E01015814,-0.24,19716,7
E01015815,-0.931,28246,9
E01015816,-0.313,20853,7
E01015817,-0.625,25030,8
E01015818,0.27,12066,4
E01015819,0.357,10889,4
E01015820,1.179,2995,1
E01015821,-0.097,17519,6
E01015822,-0.255,19947,7
E01015823,-0.66,25470,8
E01015824,0.805,5855,2
E01015825,0.453,9675,3
E01015826,-0.512,23590,8
E01015827,0.244,12429,4
E01015828,1.483,1552,1
E01015829,0.077,14844,5
E01015830,-1.34,31062,10
E01015831,0.271,12040,4
E01015832,0.555,8449,3
E01015833,-0.369,21716,7
E01015834,-0.483,23174,8
E01015835,0.292,11742,4
E01015836,-0.641,25230,8
E01015837,-0.351,21467,7
E01015838,-0.493,23325,8
E01015839,0.35,10983,4
E01015840,0.645,7442,3
E01015841,1.224,2749,1
E01015842,1.586,1173,1
E01015843,0.254,12280,4
E01015844,1.236,2670,1
E01015845,-0.76,26571,9
E01015846,-1.054,29251,9
E01015847,-0.603,24753,8
E01015848,-0.589,24578,8
E01015849,-0.416,22342,7
E01015850,-0.847,27478,9
E01015851,0.537,8660,3
E01015852,1.617,1078,1
E01015853,0.532,8716,3
E01015854,0.405,10249,4
E01015855,0.722,6661,3
E01015856,0.388,10503,4
E01015857,-0.796,26971,9
E01015858,-0.627,25056,8
E01015859,0.123,14153,5
E01015860,-0.213,19334,6
E01015861,0.605,7868,3
E01015862,0.411,10169,4
E01015863,-0.289,20477,7
E01015864,-0.3,20654,7
E01015865,-0.001,16035,5
E01015866,-0.476,23087,8
E01015867,0.661,7287,3
E01015868,0.262,12151,4
E01015869,0.197,13102,4
E01015870,-0.107,17672,6
E01015871,-0.297,20607,7
E01015872,-0.004,16076,5
E01015873,-0.025,16381,5
E01015874,-0.162,18565,6
E01015875,0.902,5037,2
E01015876,-0.866,27650,9
E01015877,0.404,10273,4
E01015878,-0.328,21079,7
E01015879,0.663,7253,3
E01015880,1.34,2146,1
E01015881,-0.389,21976,7
E01015882,0.274,11987,4
E01015883,-0.72,26122,8
E01015884,-0.026,16397,5
E01015885,-0.901,27985,9
E01015886,1.311,2281,1
E01015887,1.16,3107,1
E01015888,0.225,12706,4
E01015889,-0.791,26919,9
E01015890,-0.535,23871,8
E01015891,0.411,10179,4
E01015892,-0.802,27022,9
E01015893,-0.607,24804,8
E01015894,-0.579,24445,8
E01015895,1.603,1122,1
E01015896,0.843,5516,2
E01015897,1.174,3030,1
E01015898,0.96,4542,2
E01015899,0.282,11878,4
E01015900,0.078,14831,5
E01015901,0.351,10964,4
E01015902,0.33,11208,4
E01015903,0.246,12401,4
E01015904,-0.068,17067,6
E01015905,0.186,13252,5
E01015906,0.396,10392,4
E01015907,0.193,13164,5
E01015908,-1.06,29294,9
E01015909,-0.711,26039,8
E01015910,-1.364,31184,10
E01015911,-0.808,27089,9
E01015912,-0.879,27795,9
E01015913,-0.57,24328,8
E01015914,-0.944,28352,9
E01015915,-0.269,20177,7
E01015916,0.546,8554,3
E01015917,0.776,6131,2
E01015918,0.056,15151,5
E01015919,-0.322,20998,7
E01015920,-0.052,16816,6
E01015921,-0.249,19861,7
E01015922,0.074,14886,5
E01015923,0.303,11584,4
E01015924,-0.101,17582,6
E01015925,-0.167,18642,6
E01015926,-0.212,19307,6
E01015927,-0.085,17341,6
E01015928,-0.184,18895,6
E01015929,0.366,10777,4
E01015930,-0.371,21746,7
E01015931,0.898,5071,2
E01015932,0.471,9445,3
E01015933,0.007,15894,5
E01015934,-0.041,16645,6
E01015935,0.415,10123,4
E01015936,0.253,12289,4
E01015937,0.053,15176,5
E01015938,0.386,10528,4
E01015939,-0.749,26455,9
E01015941,-0.869,27703,9
E01015942,-0.359,21574,7
E01015943,-0.735,26304,9
E01015944,-0.412,22283,7
E01015945,-0.56,24184,8
E01015946,-0.702,25950,8
E01015947,-0.168,18652,6
E01015948,-0.492,23315,8
E01015949,-0.596,24669,8
E01015950,-0.406,22196,7
E01015951,-0.259,20012,7
E01015952,-0.35,21458,7
E01015953,-0.328,21082,7
E01015954,-0.013,16200,5
E01015955,-0.329,21096,7
E01015956,0.075,14871,5
E01015957,0.027,15596,5
E01015958,-0.011,16172,5
E01015959,-0.077,17209,6
E01015960,-0.395,22055,7
E01015961,-0.725,26186,8
E01015962,0.417,10098,4
E01015963,0.162,13582,5
E01015964,-0.347,21407,7
E01015965,-0.688,25800,8
E01015966,-0.641,25235,8
E01015967,-0.639,25199,8
E01015968,-0.382,21893,7
E01015969,-0.529,23791,8
E01015970,-0.872,27730,9
E01015971,0.03,15547,5
E01015972,-0.017,16249,5
E01015973,0.006,15913,5
E01015974,-0.696,25878,8
E01015975,-0.263,20085,7
E01015976,0.193,13166,5
E01015977,-0.863,27627,9
E01015978,-0.622,24978,8
E01015979,-0.77,26686,9
E01015980,-0.59,24591,8
E01015982,-0.65,25345,8
E01015983,-0.441,22647,7
E01015984,-0.486,23221,8
E01015985,-0.023,16343,5
E01015986,0.172,13439,5
E01015987,0.7,6874,3
E01015988,0.01,15850,5
E01015989,-0.194,19040,6
E01015990,-0.086,17344,6
E01015991,-0.679,25707,8
E01015992,-0.285,20416,7
E01015993,0.089,14675,5
E01015994,0.222,12743,4
E01015995,-0.326,21054,7
E01015996,-0.163,18589,6
E01015997,-0.853,27522,9
E01015998,-0.927,28208,9
E01015999,-0.814,27146,9
E01016000,-0.655,25409,8
E01016001,-0.705,25971,8
E01016002,-1.151,29954,10
E01016003,-0.055,16865,6
E01016004,0.355,10913,4
E01016005,0.001,16003,5
E01016006,0.296,11688,4
E01016007,0.498,9108,3
E01016008,-0.33,21116,7
E01016009,0.589,8067,3
E01016010,0.962,4528,2
E01016011,-0.089,17384,6
E01016012,-0.118,17870,6
E01016013,-0.763,26600,9
E01016014,0.131,14012,5
E01016015,-0.16,18534,6
E01016016,0.567,8322,3
E01016017,1.275,2481,1
E01016018,0.342,11069,4
E01016019,0.481,9311,3
E01016020,0.447,9751,3
E01016021,0.73,6587,3
E01016022,0.432,9912,4
E01016023,0.842,5518,2
E01016024,0.462,9563,3
E01016025,0.618,7733,3
E01016026,-0.362,21611,7
E01016027,-0.679,25695,8
E01016028,-0.497,23387,8
E01016029,-0.47,23012,8
E01016030,0.352,10950,4
E01016031,1.233,2689,1
E01016032,0.864,5335,2
E01016033,1.198,2887,1
